1,1,221,0,92,20,19,31,
1,2,144,0,95,15,22,37,
1,3,97,0,106,16,20,35,
1,4,62,0,121,20,28,40,
1,5,48,0,127,20,26,46,
1,6,30,0,126,21,35,37,
1,7,18,0,126,20,40,34,
1,8,14,0,133,22,41,30,
1,9,13,0,123,25,40,29,
1,10,10,0,136,23,41,25,
1,11,6,0,141,23,38,19,
1,12,5,0,152,23,45,14,
1,13,5,0,176,22,50,9,
1,14,4,0,177,19,52,13,
1,15,7,0,188,17,50,17,
1,16,3,0,195,18,59,15,
1,17,4,0,218,19,59,18,
1,18,3,0,219,23,56,16,
1,19,4,0,246,22,53,15,
1,20,1,0,264,25,62,12,
1,21,2,0,258,25,75,20,
1,22,3,0,271,22,72,19,
1,23,4,0,292,17,65,17,
1,24,5,0,302,14,60,20,
1,25,3,0,297,11,71,18,
1,26,4,0,329,9,73,18,
1,27,3,0,352,10,75,20,
1,28,3,0,374,9,88,22,
1,29,2,0,395,9,92,24,
1,30,2,0,434,8,101,23,
1,31,2,0,462,6,110,26,
1,32,2,0,471,7,116,27,
1,33,2,0,485,6,117,30,
1,34,2,0,510,7,120,25,
1,35,3,0,560,5,124,29,
1,36,4,0,593,4,131,36,
1,37,5,0,642,3,135,38,
1,38,5,0,671,3,131,37,
1,39,8,0,674,3,135,41,
1,40,7,0,691,2,129,46,
1,41,7,0,719,2,150,47,
1,42,6,0,742,2,140,44,
1,43,3,0,746,1,147,37,
1,44,7,0,729,1,137,34,
1,45,8,0,763,1,150,28,
1,46,5,0,776,1,155,27,
1,47,8,0,775,1,172,27,
1,48,18,0,784,1,180,20,
1,49,16,0,790,1,174,15,
1,50,13,0,788,1,181,16,
1,51,11,0,780,1,185,22,
1,52,13,0,775,1,192,19,
1,53,9,0,815,0,176,23,
1,54,14,0,828,0,180,24,
1,55,8,0,832,0,189,20,
1,56,9,0,837,0,178,23,
1,57,12,0,829,0,176,26,
1,58,6,0,846,0,182,23,
1,59,6,0,834,0,207,27,
1,60,15,0,818,0,214,35,
1,61,14,0,811,0,218,32,
1,62,11,0,785,0,214,26,
1,63,15,0,808,0,218,29,
1,64,12,0,814,0,225,26,
1,65,11,0,776,0,231,31,
1,66,10,0,801,0,222,34,
1,67,14,0,816,0,224,38,
1,68,6,0,786,0,239,38,
1,69,11,0,777,0,247,40,
1,70,14,0,784,0,258,49,
1,71,6,0,791,0,245,47,
1,72,10,0,791,0,259,41,
1,73,8,0,793,0,276,43,
1,74,12,0,794,0,291,41,
1,75,10,0,767,0,316,46,
1,76,11,0,768,0,318,46,
1,77,7,0,782,0,333,51,
1,78,10,0,780,0,350,50,
1,79,4,0,801,0,345,53,
1,80,6,0,812,0,356,45,
1,81,9,0,810,0,388,43,
1,82,14,0,847,0,407,51,
1,83,9,0,875,0,413,56,
1,84,20,0,845,0,437,65,
1,85,20,0,848,0,458,67,
1,86,16,0,857,0,474,73,
1,87,22,0,852,0,494,71,
1,88,20,0,846,0,501,69,
1,89,18,0,836,0,510,66,
1,90,12,0,798,0,554,69,
1,91,16,0,798,0,577,69,
1,92,18,0,833,0,586,72,
1,93,18,0,865,0,603,65,
1,94,27,0,883,0,622,58,
1,95,21,0,898,0,627,57,
1,96,24,0,924,0,632,63,
1,97,25,0,923,0,653,67,
1,98,24,0,925,0,654,75,
1,99,25,0,934,0,669,76,
1,100,25,0,905,0,649,85,
